loc_rowid,pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2
3824,Kepler-384 c,Transit,2014,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,1.130,0.330,-0.330,0,1.51000,,,0,0.000000,,,0,40.10,1.17,-1.13,0,531,,,0,5577.00,145.00,-145.00,0,0.88,0.25,-0.25,0,0.97,0.03,-0.04,0,0.396,,,0,895.6780000,10.6165000,-10.6165000
3825,Kepler-385 b,Transit,2014,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,2.730,1.380,-1.380,0,12.80000,11.40000,-6.80000,0,0.000000,,,0,143.92,12.33,-11.24,0,951,,,0,6326.00,250.00,-250.00,0,1.13,0.56,-0.56,0,1.12,0.11,-0.08,0,0.144,,,0,1432.6100000,47.6300000,-44.7200000
3826,Kepler-385 c,Transit,2014,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,3.040,1.560,-1.560,0,13.20000,16.80000,-9.00000,0,0.000000,,,0,83.16,7.12,-6.49,0,829,,,0,6326.00,250.00,-250.00,0,1.13,0.56,-0.56,0,1.12,0.11,-0.08,0,0.144,,,0,1432.6100000,47.6300000,-44.7200000
3827,Kepler-385 d,Transit,2020,56.41590000,,,0,0.302400,,,0,2.619,,,0,7.36000,,,0,0.000000,,,0,19.37,19.91,-6.58,0,535,,,0,5829.00,122.00,-122.00,0,1.16,,,0,1.05,,,0,0.144,,,0,1432.6100000,47.6300000,-44.7200000
3828,Kepler-386 b,Transit,2014,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,1.390,0.820,-0.820,0,2.51000,,,0,0.000000,,,0,43.26,3.36,-3.08,0,651,,,0,5178.00,200.00,-200.00,0,0.77,0.43,-0.43,0,0.82,0.04,-0.04,0,-0.402,,,0,882.4620000,29.3840000,-27.5800000
3829,Kepler-386 c,Transit,2014,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,1.580,0.890,-0.890,0,3.12000,,,0,0.000000,,,0,16.66,1.29,-1.19,0,513,,,0,5178.00,200.00,-200.00,0,0.77,0.43,-0.43,0,0.82,0.04,-0.04,0,-0.402,,,0,882.4620000,29.3840000,-27.5800000
3830,Kepler-387 b,Transit,2014,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,1.030,0.240,-0.240,0,1.08000,,,0,0.000000,,,0,304.08,10.36,-9.98,0,994,,,0,5774.00,154.00,-154.00,0,1.05,0.24,-0.24,0,0.82,0.07,-0.04,0,0.137,,,0,801.0520000,10.7825000,-10.7825000
3831,Kepler-387 c,Transit,2014,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,0.890,0.220,-0.220,0,0.64000,,,0,0.000000,,,0,144.96,4.94,-4.76,0,826,,,0,5774.00,154.00,-154.00,0,1.05,0.24,-0.24,0,0.82,0.07,-0.04,0,0.137,,,0,801.0520000,10.7825000,-10.7825000
3832,Kepler-388 b,Transit,2014,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,0.810,0.100,-0.100,0,0.45700,,,0,0.000000,,,0,112.21,34.57,-29.23,0,830,,,0,4498.00,200.00,-200.00,0,0.59,0.07,-0.07,0,0.64,0.01,-0.01,0,-0.439,0.085,-0.105,0,425.0000000,16.4280000,-21.7290000
3833,Kepler-388 c,Transit,2014,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,0.860,0.110,-0.110,0,0.56600,,,0,0.000000,,,0,16.64,5.13,-4.33,0,515,,,0,4498.00,200.00,-200.00,0,0.59,0.07,-0.07,0,0.64,0.01,-0.01,0,-0.439,0.085,-0.105,0,425.0000000,16.4280000,-21.7290000
3834,Kepler-389 b,Transit,2014,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,1.510,0.770,-0.770,0,2.89000,,,0,0.000000,,,0,167.06,13.49,-12.39,0,1047,,,0,5376.00,250.00,-250.00,0,0.79,0.40,-0.40,0,0.81,0.06,-0.03,0,-0.516,,,0,816.5590000,22.3000000,-21.1630000
3835,Kepler-389 c,Transit,2014,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,1.460,0.750,-0.750,0,2.73000,,,0,0.000000,,,0,22.73,1.84,-1.69,0,636,,,0,5376.00,250.00,-250.00,0,0.79,0.40,-0.40,0,0.81,0.06,-0.03,0,-0.516,,,0,816.5590000,22.3000000,-21.1630000
3836,Kepler-39 b,Transit,2011,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,13.900,1.010,-1.120,0,6388.10000,413.20000,-381.40000,0,0.112000,0.057000,-0.057000,0,90.22,4.09,-3.89,0,897,29,-29,0,6350.00,100.00,-100.00,0,1.40,0.10,-0.10,0,1.29,0.06,-0.07,0,0.346,,,0,1057.4100000,18.4400000,-18.4400000
3837,Kepler-390 b,Transit,2014,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,0.820,0.070,-0.070,0,0.47700,,,0,0.000000,,,0,99.97,2.74,-2.68,0,786,,,0,5166.00,100.00,-100.00,0,0.78,0.05,-0.05,0,0.86,0.03,-0.04,0,-0.352,,,0,435.2770000,3.7250000,-3.7250000
3838,Kepler-390 c,Transit,2014,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,0.790,0.080,-0.080,0,0.41800,,,0,0.000000,,,0,41.35,1.13,-1.11,0,630,,,0,5166.00,100.00,-100.00,0,0.78,0.05,-0.05,0,0.86,0.03,-0.04,0,-0.352,,,0,435.2770000,3.7250000,-3.7250000
3839,Kepler-391 b,Transit,2014,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,3.200,0.780,-0.780,0,10.30000,,,0,0.000000,,,0,748.71,28.32,-27.24,0,1425,,,0,4940.00,100.00,-100.00,0,3.57,0.85,-0.85,0,1.03,0.12,-0.06,0,0.623,0.015,-0.016,0,869.2360000,12.7595000,-12.7595000
3840,Kepler-391 c,Transit,2014,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,3.540,0.860,-0.860,0,12.30000,,,0,0.000000,,,0,193.09,7.30,-7.03,0,1015,,,0,4940.00,100.00,-100.00,0,3.57,0.85,-0.85,0,1.03,0.12,-0.06,0,0.623,0.015,-0.016,0,869.2360000,12.7595000,-12.7595000
3841,Kepler-392 b,Transit,2014,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,1.000,0.210,-0.210,0,0.97200,,,0,0.000000,,,0,450.65,12.22,-11.91,0,1125,,,0,5938.00,226.00,-226.00,0,1.13,0.23,-0.23,0,1.07,0.04,-0.05,0,0.195,,,0,681.4280000,7.6740000,-7.6740000
3842,Kepler-392 c,Transit,2014,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,1.100,0.230,-0.230,0,1.37000,,,0,0.000000,,,0,185.10,5.02,-4.89,0,901,,,0,5938.00,226.00,-226.00,0,1.13,0.23,-0.23,0,1.07,0.04,-0.05,0,0.195,,,0,681.4280000,7.6740000,-7.6740000
3843,Kepler-393 b,Transit,2014,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,1.290,0.250,-0.250,0,2.21000,,,0,0.000000,,,0,429.81,15.23,-14.67,0,1052,,,0,6189.00,100.00,-100.00,0,1.38,0.26,-0.26,0,1.21,0.08,-0.06,0,0.524,0.020,-0.022,0,881.4040000,14.0220000,-13.5980000
3844,Kepler-393 c,Transit,2014,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,1.330,0.310,-0.310,0,2.33000,,,0,0.000000,,,0,231.21,8.19,-7.89,0,901,,,0,6189.00,100.00,-100.00,0,1.38,0.26,-0.26,0,1.21,0.08,-0.06,0,0.524,0.020,-0.022,0,881.4040000,14.0220000,-13.5980000
3845,Kepler-394 b,Transit,2014,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,1.600,0.820,-0.820,0,3.19000,,,0,0.000000,,,0,164.78,10.07,-9.43,0,1035,,,0,6402.00,200.00,-200.00,0,1.13,0.58,-0.58,0,1.13,0.13,-0.08,0,0.053,,,0,1058.7200000,24.6200000,-23.5400000
3846,Kepler-394 c,Transit,2014,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,1.660,0.860,-0.860,0,3.39000,,,0,0.000000,,,0,94.53,5.78,-5.41,0,901,,,0,6402.00,200.00,-200.00,0,1.13,0.58,-0.58,0,1.13,0.13,-0.08,0,0.053,,,0,1058.7200000,24.6200000,-23.5400000
3847,Kepler-394 d,Transit,2021,5.61358023,,,0,0.064600,,,0,1.501,,,0,2.86000,,,0,0.000000,,,0,435.61,421.15,-137.56,0,1165,,,0,6398.00,157.00,-224.00,0,1.10,0.37,-0.12,0,1.14,0.17,-0.15,0,0.053,,,0,1058.7200000,24.6200000,-23.5400000
3848,Kepler-395 b,Transit,2014,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,1.030,0.080,-0.080,0,1.08000,,,0,0.000000,,,0,17.80,1.60,-2.10,0,576,55,-36,0,4262.00,100.00,-100.00,0,0.56,0.02,-0.02,0,0.62,0.02,-0.02,0,-1.194,0.057,-0.055,0,421.3820000,8.0905000,-8.0905000
3849,Kepler-395 c,Transit,2014,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,1.320,0.090,-0.090,0,2.30000,,,0,0.000000,,,0,2.11,0.19,-0.25,0,341,27,-27,0,4262.00,100.00,-100.00,0,0.56,0.02,-0.02,0,0.62,0.02,-0.02,0,-1.194,0.057,-0.055,0,421.3820000,8.0905000,-8.0905000
3850,Kepler-396 b,Transit,2013,42.99400000,,,0,0.233600,,,0,3.500,1.280,-0.650,0,75.50000,11.80000,-5.80000,0,0.000000,,,0,13.73,0.31,-0.30,0,496,,,0,5565.00,62.00,-62.00,0,1.06,0.39,-0.20,0,0.85,0.13,-0.06,0,-0.135,0.012,-0.015,0,223.7570000,1.8120000,-1.7830000
3851,Kepler-396 c,Transit,2013,88.50500000,,,0,0.378000,,,0,5.300,1.950,-0.990,0,17.90000,2.80000,-1.30000,0,0.000000,,,0,5.24,0.12,-0.12,0,390,,,0,5565.00,62.00,-62.00,0,1.06,0.39,-0.20,0,0.85,0.13,-0.06,0,-0.135,0.012,-0.015,0,223.7570000,1.8120000,-1.7830000
3852,Kepler-397 b,Transit,2014,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,2.460,21.320,-21.320,0,6.62000,,,0,0.000000,,,0,20.01,4.70,-3.53,0,539,,,0,5307.00,100.00,-100.00,0,0.77,0.07,-0.07,0,0.84,0.03,-0.03,0,-0.376,,,0,969.0000000,44.6340000,-40.9970000
3853,Kepler-397 c,Transit,2014,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,6.180,0.560,-0.560,0,31.60000,,,0,0.000000,,,0,1.80,0.42,-0.32,0,295,,,0,5307.00,100.00,-100.00,0,0.77,0.07,-0.07,0,0.84,0.03,-0.03,0,-0.376,,,0,969.0000000,44.6340000,-40.9970000
3854,Kepler-398 b,Transit,2014,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,0.930,0.100,-0.100,0,0.74900,,,0,0.000000,,,0,81.29,1.43,-1.42,0,755,,,0,4493.00,100.00,-100.00,0,0.61,0.03,-0.03,0,0.65,0.01,-0.01,0,-0.811,0.029,-0.017,0,177.3550000,0.5380000,-0.5350000
3855,Kepler-398 c,Transit,2014,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,1.010,0.110,-0.110,0,1.01000,,,0,0.000000,,,0,20.56,0.36,-0.36,0,536,,,0,4493.00,100.00,-100.00,0,0.61,0.03,-0.03,0,0.65,0.01,-0.01,0,-0.811,0.029,-0.017,0,177.3550000,0.5380000,-0.5350000
3856,Kepler-398 d,Transit,2016,6.83437001,0.00001518,-0.00001518,0,0.061800,,,0,0.880,0.030,-0.040,0,0.61500,,,0,0.000000,,,0,40.83,0.72,-0.71,0,636,,,0,4557.00,54.30,-39.23,0,0.67,0.02,-0.02,0,0.72,0.02,-0.03,0,-0.811,0.029,-0.017,0,177.3550000,0.5380000,-0.5350000
3857,Kepler-399 b,Transit,2014,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,0.960,0.510,-0.510,0,0.84000,,,0,0.000000,,,0,35.63,21.35,-8.04,0,773,,,0,5502.00,200.00,-200.00,0,0.68,0.36,-0.36,0,0.90,0.07,-0.03,0,-0.418,,,0,740.5370000,,
3858,Kepler-399 c,Transit,2014,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,1.430,0.770,-0.770,0,2.63000,,,0,0.000000,,,0,15.69,9.41,-3.54,0,630,,,0,5502.00,200.00,-200.00,0,0.68,0.36,-0.36,0,0.90,0.07,-0.03,0,-0.418,,,0,740.5370000,,
3859,Kepler-399 d,Transit,2014,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,1.890,1.010,-1.010,0,4.23000,,,0,0.000000,,,0,5.57,3.34,-1.26,0,486,,,0,5502.00,200.00,-200.00,0,0.68,0.36,-0.36,0,0.90,0.07,-0.03,0,-0.418,,,0,740.5370000,,
3860,Kepler-4 b,Transit,2009,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,4.002,0.213,-0.213,0,24.47200,3.81400,-3.81400,0,0.000000,,,0,1245.43,40.09,-38.68,0,1650,200,-200,0,5857.00,120.00,-120.00,0,1.49,0.07,-0.08,0,1.22,0.05,-0.09,0,0.354,0.111,-0.104,0,487.9160000,5.8980000,-5.7610000
3861,Kepler-40 b,Transit,2010,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,13.110,0.450,-0.450,0,699.20000,127.10000,-127.10000,0,0.000000,,,0,1187.96,139.56,-120.65,0,1620,30,-30,0,6510.00,100.00,-100.00,0,2.13,0.06,-0.06,0,1.48,0.06,-0.06,0,0.819,,,0,2305.0100000,131.3400000,-118.1400000
3862,Kepler-400 b,Transit,2014,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,1.650,0.300,-0.300,0,3.36000,,,0,0.000000,,,0,183.39,81.57,-52.51,0,939,,,0,5886.00,100.00,-100.00,0,1.15,0.21,-0.21,0,1.08,0.04,-0.04,0,0.152,,,0,845.9700000,,
3863,Kepler-400 c,Transit,2014,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,1.490,0.280,-0.280,0,2.83000,,,0,0.000000,,,0,76.86,34.18,-22.01,0,755,,,0,5886.00,100.00,-100.00,0,1.15,0.21,-0.21,0,1.08,0.04,-0.04,0,0.152,,,0,845.9700000,,
3864,Kepler-401 b,Transit,2014,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,1.710,0.400,-0.400,0,3.57000,,,0,0.000000,,,0,254.25,10.16,-9.75,0,889,,,0,6117.00,100.00,-100.00,0,1.33,0.24,-0.24,0,1.17,0.07,-0.05,0,0.566,0.022,-0.023,0,965.5600000,16.8290000,-16.2720000
3865,Kepler-401 c,Transit,2014,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,2.150,0.400,-0.400,0,5.27000,,,0,0.000000,,,0,52.00,2.08,-1.99,0,598,,,0,6117.00,100.00,-100.00,0,1.33,0.24,-0.24,0,1.17,0.07,-0.05,0,0.566,0.022,-0.023,0,965.5600000,16.8290000,-16.2720000
3866,Kepler-401 d,Transit,2016,184.25640500,0.00317000,-0.00317000,0,0.650300,,,0,2.270,0.400,-0.260,0,5.77000,,,0,0.000000,,,0,8.48,0.34,-0.33,0,380,,,0,6184.00,88.34,-71.63,0,1.29,0.22,-0.13,0,1.17,0.07,-0.05,0,0.566,0.022,-0.023,0,965.5600000,16.8290000,-16.2720000
3867,Kepler-402 b,Transit,2014,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,1.220,0.240,-0.240,0,1.98000,,,0,0.000000,,,0,619.84,17.85,-17.35,0,1311,,,0,6090.00,120.00,-120.00,0,1.26,0.24,-0.24,0,1.15,0.06,-0.05,0,0.203,0.019,-0.018,0,625.3390000,7.3850000,-7.2170000
3868,Kepler-402 c,Transit,2014,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,1.560,0.350,-0.350,0,3.05000,,,0,0.000000,,,0,353.97,10.19,-9.91,0,1140,,,0,6090.00,120.00,-120.00,0,1.26,0.24,-0.24,0,1.15,0.06,-0.05,0,0.203,0.019,-0.018,0,625.3390000,7.3850000,-7.2170000
3869,Kepler-402 d,Transit,2014,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,1.380,0.270,-0.270,0,2.48000,,,0,0.000000,,,0,214.28,6.17,-6.00,0,1006,,,0,6090.00,120.00,-120.00,0,1.26,0.24,-0.24,0,1.15,0.06,-0.05,0,0.203,0.019,-0.018,0,625.3390000,7.3850000,-7.2170000
3870,Kepler-402 e,Transit,2014,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,1.460,0.290,-0.290,0,2.73000,,,0,0.000000,,,0,157.48,4.54,-4.41,0,931,,,0,6090.00,120.00,-120.00,0,1.26,0.24,-0.24,0,1.15,0.06,-0.05,0,0.203,0.019,-0.018,0,625.3390000,7.3850000,-7.2170000
3871,Kepler-403 b,Transit,2014,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,1.250,0.220,-0.220,0,2.10000,,,0,0.000000,,,0,689.46,28.70,-27.39,0,1194,,,0,6090.00,100.00,-100.00,0,1.33,0.24,-0.24,0,1.25,0.09,-0.06,0,0.644,0.025,-0.020,0,840.2690000,16.3550000,-15.7530000
3872,Kepler-403 c,Transit,2014,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,1.750,0.320,-0.320,0,3.71000,,,0,0.000000,,,0,45.15,1.88,-1.79,0,604,,,0,6090.00,100.00,-100.00,0,1.33,0.24,-0.24,0,1.25,0.09,-0.06,0,0.644,0.025,-0.020,0,840.2690000,16.3550000,-15.7530000
3873,Kepler-403 d,Transit,2016,13.61159129,0.00008288,-0.00008288,0,0.121100,,,0,1.420,0.300,-0.190,0,2.60000,,,0,0.000000,,,0,285.30,11.88,-11.33,0,958,,,0,6209.00,72.84,-65.18,0,1.45,0.27,-0.18,0,1.25,0.09,-0.06,0,0.644,0.025,-0.020,0,840.2690000,16.3550000,-15.7530000
3874,Kepler-404 b,Transit,2014,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,1.270,0.550,-0.550,0,2.15000,,,0,0.000000,,,0,44.53,2.35,-2.22,0,730,,,0,5654.00,200.00,-200.00,0,0.88,0.33,-0.33,0,0.93,0.06,-0.06,0,-0.337,,,0,812.5240000,14.6560000,-14.1550000
3875,Kepler-404 c,Transit,2014,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,1.720,0.850,-0.850,0,3.61000,,,0,0.000000,,,0,33.15,1.75,-1.66,0,678,,,0,5654.00,200.00,-200.00,0,0.88,0.33,-0.33,0,0.93,0.06,-0.06,0,-0.337,,,0,812.5240000,14.6560000,-14.1550000
3876,Kepler-405 b,Transit,2014,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,2.080,0.990,-0.990,0,4.98000,,,0,0.000000,,,0,55.62,5.84,-5.21,0,785,,,0,5818.00,250.00,-250.00,0,0.89,0.42,-0.42,0,0.91,0.05,-0.05,0,-0.331,,,0,1065.0800000,43.3300000,-40.1400000
3877,Kepler-405 c,Transit,2014,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,4.660,26.650,-26.650,0,19.60000,,,0,0.000000,,,0,14.09,1.48,-1.32,0,557,,,0,5818.00,250.00,-250.00,0,0.89,0.42,-0.42,0,0.91,0.05,-0.05,0,-0.331,,,0,1065.0800000,43.3300000,-40.1400000
3878,Kepler-406 b,Transit,2014,2.42629000,,,0,0.035900,,,0,1.430,0.030,-0.030,0,6.35000,1.40000,-1.40000,0,0.000000,,,0,826.93,20.35,-19.87,0,1302,,,0,5538.00,75.00,-75.00,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,0.048,0.017,-0.016,0,364.0300000,3.4020000,-3.3400000
3879,Kepler-406 c,Transit,2014,4.62332000,,,0,0.055200,,,0,0.850,0.030,-0.030,0,2.71000,1.80000,-1.80000,0,0.000000,,,0,349.77,8.61,-8.40,0,1050,,,0,5538.00,75.00,-75.00,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,0.048,0.017,-0.016,0,364.0300000,3.4020000,-3.3400000
3880,Kepler-407 b,Transit,2014,0.66931000,,,0,0.014900,,,0,1.070,0.020,-0.020,0,3.20000,,,1,0.000000,,,0,4102.01,106.75,-104.35,0,1983,,,0,5476.00,75.00,-75.00,0,1.01,0.07,-0.07,0,1.00,0.06,-0.06,0,-0.039,0.013,-0.015,0,338.3680000,2.5310000,-2.4950000
3881,Kepler-407 c,Radial Velocity,2014,3000.00000000,500.00000000,-500.00000000,0,,,,,12.300,,,0,4000.00000,2000.00000,-2000.00000,0,,,,,,,,,,,,,5476.00,75.00,-75.00,0,1.01,0.07,-0.07,0,1.00,0.06,-0.06,0,-0.049,0.006,-0.006,0,338.3680000,2.5310000,-2.4950000
3882,Kepler-408 b,Transit,2014,2.46502000,,,0,0.035900,,,0,0.820,0.030,-0.030,0,5.00000,,,1,0.000000,,,0,1503.58,26.39,-26.12,0,1561,,,0,6104.00,74.00,-74.00,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,0.283,0.012,-0.014,0,88.7832000,0.2629000,-0.2614000
3883,Kepler-409 b,Transit,2014,68.95832160,0.00000390,-0.00000390,0,0.319200,0.006000,-0.006000,0,1.199,0.043,-0.043,0,6.00000,,,1,0.690000,,,1,6.15,0.42,-0.42,0,438,7,-7,0,5421.00,64.00,-64.00,0,0.90,0.01,-0.01,0,0.91,0.05,-0.05,0,-0.202,0.008,-0.010,0,68.1730000,0.0996000,-0.0993000
3884,Kepler-41 b,Transit,2011,1.85555820,0.00000052,-0.00000052,0,0.031010,0.000400,-0.000400,0,14.460,0.220,-0.220,0,177.98000,25.43000,-25.43000,0,0.000000,,,0,2036.75,117.26,-109.89,0,1790,31,-31,0,5750.00,100.00,-100.00,0,1.29,0.02,-0.02,0,1.15,0.04,-0.04,0,0.262,,,0,1093.0800000,27.0000000,-27.0000000
3885,Kepler-410 A b,Transit,2013,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,2.838,0.054,-0.054,0,8.44000,,,0,0.170000,0.100000,-0.050000,0,159.50,2.19,-2.16,0,866,,,0,6273.00,140.00,-140.00,0,1.35,0.01,-0.01,0,1.21,0.03,-0.03,0,0.435,0.028,-0.030,0,147.5270000,0.4940000,-0.4900000
3886,Kepler-411 b,Transit,2013,3.00515600,0.00000200,-0.00000200,0,0.037500,0.000800,-0.000800,0,2.401,0.053,-0.053,0,25.60000,2.60000,-2.60000,0,0.146000,0.005000,-0.004000,0,191.27,51.01,-25.41,0,1138,17,-17,0,4974.00,46.00,-51.00,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.579,0.020,-0.013,0,153.6760000,0.4550000,-0.4530000
3887,Kepler-411 c,Transit,2016,7.83443500,0.00000200,-0.00000200,0,0.073900,0.001000,-0.001000,0,4.421,0.062,-0.062,0,26.40000,5.90000,-5.90000,0,0.108000,0.003000,-0.004000,0,53.33,14.22,-7.09,0,838,10,-10,0,4906.00,48.14,-51.12,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.579,0.020,-0.013,0,153.6760000,0.4550000,-0.4530000
3888,Kepler-411 d,Transit,2018,58.02035000,0.00056000,-0.00056000,0,0.279000,0.004000,-0.004000,0,3.319,0.104,-0.104,0,15.20000,5.10000,-5.10000,0,0.128000,0.003000,-0.003000,0,3.70,0.99,-0.49,0,410,10,-10,0,4987.00,93.00,-102.00,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.579,0.020,-0.013,0,153.6760000,0.4550000,-0.4530000
3889,Kepler-411 e,Transit Timing Variations,2018,31.50972800,0.00008500,-0.00008500,0,0.186000,0.003000,-0.003000,0,3.280,,,0,10.80000,1.10000,-1.10000,0,0.016000,0.002000,-0.001000,0,,,,,503,9,-9,0,4832.69,31.31,-50.10,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.584,0.002,-0.002,0,153.6760000,0.4550000,-0.4530000
3890,Kepler-412 b,Transit,2014,1.72086040,0.00000030,-0.00000030,0,0.028970,0.000930,-0.000920,0,15.031,0.493,-0.516,0,299.07803,39.72875,-6.03877,0,0.003800,0.008700,-0.003200,0,2144.31,98.66,-94.03,0,1850,30,-30,0,5750.00,90.00,-90.00,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0,0.269,,,0,1086.2400000,19.1600000,-19.1600000
3891,Kepler-413 b,Transit,2014,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,4.347,0.099,-0.099,0,67.00000,22.00000,-21.00000,0,0.118100,0.001800,-0.001700,0,,,,,,,,,4700.00,,,0,0.78,0.01,-0.01,0,0.82,0.01,-0.01,0,-0.430,0.027,-0.029,0,847.5360000,22.5870000,-21.4640000
3892,Kepler-414 b,Transit Timing Variations,2014,4.70000000,,,0,0.052700,,,0,1.710,0.310,-0.140,0,3.50000,3.40000,-2.90000,0,0.000000,,,0,241.17,5.71,-5.60,0,1024,,,0,5536.00,50.00,-50.00,0,0.95,,,0,0.89,,,0,-0.169,0.014,-0.015,0,413.4600000,3.0230000,-2.9810000
3893,Kepler-414 c,Transit Timing Variations,2014,7.17100000,,,0,0.069900,,,0,3.010,0.540,-0.250,0,29.90000,12.40000,-10.50000,0,0.000000,,,0,137.09,3.25,-3.19,0,890,,,0,5536.00,50.00,-50.00,0,0.95,,,0,0.89,,,0,-0.169,0.014,-0.015,0,413.4600000,3.0230000,-2.9810000
3894,Kepler-415 b,Transit Timing Variations,2014,4.17600000,,,0,0.042600,,,0,1.210,0.130,-0.100,0,119.90000,102.10000,-87.40000,0,0.000000,,,0,69.83,3.94,-3.71,0,694,,,0,4362.00,87.00,-78.00,0,0.64,,,0,0.67,,,0,-0.805,,,0,530.4870000,10.8590000,-10.8590000
3895,Kepler-415 c,Transit Timing Variations,2014,8.70800000,,,0,0.069500,,,0,2.010,0.150,-0.060,0,4.70000,,,0,0.000000,,,0,26.24,1.48,-1.39,0,543,,,0,4362.00,87.00,-78.00,0,0.64,,,0,0.67,,,0,-0.805,,,0,530.4870000,10.8590000,-10.8590000
3896,Kepler-416 b,Transit Timing Variations,2014,6.31900000,,,0,0.065800,,,0,2.480,0.990,-0.330,0,58.20000,53.40000,-39.50000,0,0.000000,,,0,224.09,8.30,-7.95,0,986,,,0,5758.00,84.03,-70.35,0,1.07,,,0,1.00,,,0,0.028,,,0,690.8190000,9.0135000,-9.0135000
3897,Kepler-416 c,Transit Timing Variations,2014,12.20900000,,,0,0.102100,,,0,2.450,0.260,-0.160,0,6.57000,,,0,0.000000,,,0,93.07,3.45,-3.30,0,791,,,0,5758.00,84.03,-70.35,0,1.07,,,0,1.00,,,0,0.028,,,0,690.8190000,9.0135000,-9.0135000
