loc_rowid,pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2
1,11 Com b,Radial Velocity,2007,323.21000000,0.06000000,-0.05000000,0,1.178000,0.000000,0.000000,0,12.200,,,0,4914.89849,39.09289,-39.72855,0,0.238000,0.007000,-0.007000,0,,,,,,,,,4874.00,,,0,13.76,2.85,-2.45,0,2.09,0.64,-0.63,0,1.978,0.180,-0.159,0,93.1846000,1.9238000,-1.9238000
2,11 UMi b,Radial Velocity,2009,516.21997000,3.20000000,-3.20000000,0,1.530000,0.070000,-0.070000,0,12.300,,,0,4684.81420,794.57500,-794.57500,0,0.080000,0.030000,-0.030000,0,,,,,,,,,4213.00,46.00,-46.00,0,29.79,2.84,-2.84,0,2.78,0.69,-0.69,0,2.430,0.008,-0.008,0,125.3210000,1.9765000,-1.9765000
3,14 And b,Radial Velocity,2008,186.76000000,0.11000000,-0.12000000,0,0.775000,0.000000,0.000000,0,13.100,,,0,1131.15130,36.23244,-38.77507,0,0.000000,,,0,,,,,,,,,4888.00,,,0,11.55,1.12,-0.51,0,1.78,0.43,-0.29,0,1.840,0.081,-0.050,0,75.4392000,0.7140000,-0.7140000
4,14 Her b,Radial Velocity,2002,1765.03890000,1.67709000,-1.87256000,0,2.774000,0.109000,-0.120000,0,12.600,,,0,2559.47216,518.69596,-280.64248,0,0.373000,0.008000,-0.006000,0,,,,,,,,,5338.00,25.00,-25.00,0,0.93,0.01,-0.01,0,0.91,0.11,-0.11,0,-0.153,0.012,-0.010,0,17.9323000,0.0073000,-0.0073000
5,16 Cyg B b,Radial Velocity,1996,798.50000000,1.00000000,-1.00000000,0,1.660000,0.030000,-0.030000,0,13.500,,,0,565.73740,25.42640,-25.42640,0,0.680000,0.020000,-0.020000,0,,,,,,,,,5750.00,8.00,-8.00,0,1.13,0.01,-0.01,0,1.08,0.04,-0.04,0,0.097,0.009,-0.013,0,21.1397000,0.0110000,-0.0111000
6,17 Sco b,Radial Velocity,2020,578.38000000,2.01000000,-2.09000000,0,1.450000,0.020000,-0.020000,0,12.900,,,0,1373.01872,47.67426,-38.13941,0,0.060000,0.030000,-0.020000,0,,,,,,,,,4157.00,11.00,-10.00,0,25.92,0.78,-0.74,0,1.22,0.13,-0.14,0,2.254,0.026,-0.024,0,124.9530000,2.5900000,-2.5900000
7,18 Del b,Radial Velocity,2008,982.85000000,1.06000000,-0.92000000,0,2.476000,0.002000,-0.002000,0,12.500,,,0,2926.24614,50.85255,-24.47279,0,0.024000,0.007000,-0.018000,0,,,,,,,,,4980.00,,,0,8.80,0.61,-0.40,0,2.10,0.13,-0.09,0,1.634,0.061,-0.043,0,76.2220000,0.6217000,-0.6217000
8,1RXS J160929.1-210524 b,Imaging,2008,,,,,330.000000,,,0,18.647,,,0,3000.00000,300.00000,-300.00000,0,,,,,,,,,1700,100,-100,0,4060.00,300.00,-200.00,0,1.31,0.18,-0.10,0,0.85,0.20,-0.10,0,-0.370,0.150,-0.150,0,139.1350000,1.3320000,-1.3070000
9,24 Boo b,Radial Velocity,2018,30.33000000,0.00000000,-0.01000000,0,0.194000,0.000000,0.000000,0,13.900,,,0,280.64248,11.44182,-13.66662,0,0.032000,0.039000,-0.023000,0,,,,,,,,,4816.00,,,0,12.19,1.45,-1.28,0,1.05,0.27,-0.18,0,1.877,0.090,-0.095,0,95.9863000,0.6368500,-0.6368500
10,24 Sex b,Radial Velocity,2010,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,13.400,,,0,632.46000,82.63000,-120.77000,0,0.090000,0.140000,-0.060000,0,,,,,,,,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,1.164,0.003,-0.003,0,72.0691000,0.6854000,-0.6728000
11,24 Sex c,Radial Velocity,2010,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,13.900,,,0,273.32000,111.24000,-69.92000,0,0.290000,0.160000,-0.090000,0,,,,,,,,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,1.164,0.003,-0.003,0,72.0691000,0.6854000,-0.6728000
12,2M0437 b,Imaging,2021,,,,,118.000000,1.300000,-1.300000,0,13.000,,,0,1271.31363,317.82841,-317.82841,0,,,,,,,,,1450,50,-50,0,3100.00,100.00,-100.00,0,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,-1.164,0.003,-0.003,0,128.4840000,1.1960000,-1.1740000
13,2MASS J01033563-5515561 AB b,Imaging,2013,,,,,84.000000,,,0,12.300,,,0,4131.79000,317.83000,-317.83000,0,,,,,,,,,,,,,,,,,,,,,0.19,0.02,-0.02,0,,,,,47.2000000,3.1000000,-3.1000000
14,2MASS J01225093-2439505 b,Imaging,2013,,,,,52.000000,6.000000,-6.000000,0,11.209,,,0,7786.50000,794.50000,-794.50000,0,,,,,,,,,1600,100,-100,0,3530.00,50.00,-50.00,0,0.37,0.01,-0.01,0,0.40,0.05,-0.05,0,-1.720,0.110,-0.110,0,33.8281000,0.0864000,-0.0860000
15,2MASS J02192210-3925225 b,Imaging,2015,,,,,156.000000,10.000000,-10.000000,0,16.141,0.336,-0.336,0,4417.83700,349.61300,-349.61300,0,,,,,,,,,,,,,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,-2.230,0.060,-0.060,0,40.0896412,0.1940496,-0.1940496
16,2MASS J04414489+2301513 b,Imaging,2010,,,,,15.000000,,,0,12.600,,,0,2383.60000,794.50000,-794.50000,0,,,,,,,,,,,,,2936.00,182.00,-182.00,0,0.23,0.01,-0.01,0,0.02,,,0,-2.444,0.131,-0.188,0,120.4239870,5.4783417,-5.4783417
17,2MASS J12073346-3932539 b,Imaging,2004,,,,,55.000000,,,0,12.900,,,0,1589.15000,635.66000,-635.66000,0,,,,,,,,,1250,200,-200,0,2825.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.02,,,0,-2.561,0.110,-0.148,0,64.3080000,0.6569000,-0.6440000
18,2MASS J19383260+4603591 b,Eclipse Timing Variations,2015,406.00000000,4.00000000,-4.00000000,0,0.920000,0.020000,-0.020000,0,13.400,,,0,603.87700,31.78300,-31.78300,0,0.330000,0.050000,-0.050000,0,,,,,,,,,29564.00,,,0,0.20,0.00,0.00,0,0.48,,,0,1.450,,,0,396.3320000,6.3885000,-6.3885000
19,2MASS J22362452+4751425 b,Imaging,2016,,,,,230.000000,20.000000,-20.000000,0,12.300,,,0,3972.87500,476.74500,-476.74500,0,,,,,,,,,,,,,4045.00,35.00,-35.00,0,0.64,0.06,-0.06,0,0.60,0.05,-0.05,0,-1.021,0.002,-0.002,0,69.5737000,0.1592000,-0.1585000
20,30 Ari B b,Radial Velocity,2009,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,12.300,,,0,4392.41060,572.09400,-572.09400,0,0.290000,0.090000,-0.090000,0,,,,,,,,,6331.00,61.00,-61.00,0,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.381,0.001,-0.001,0,44.6570000,0.1039000,-0.1034000
21,4 UMa b,Radial Velocity,2006,270.27000000,0.24000000,-0.09000000,0,0.877000,0.001000,0.000000,0,12.600,,,0,2511.48007,63.24785,-120.13914,0,0.453000,0.021000,-0.036000,0,,,,,,,,,4415.00,70.00,-70.00,0,18.11,1.47,-1.47,0,1.23,0.15,-0.15,0,2.062,0.008,-0.008,0,73.4603000,1.1860500,-1.1860500
22,42 Dra b,Radial Velocity,2008,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,13.000,,,0,1233.13000,270.14000,-270.14000,0,0.380000,0.060000,-0.060000,0,,,,,,,,,4200.00,70.00,-70.00,0,22.03,1.00,-1.00,0,0.98,0.05,-0.05,0,2.155,0.007,-0.008,0,90.6545000,1.3227000,-1.3227000
23,47 UMa b,Radial Velocity,1996,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,13.200,,,0,804.08000,22.25000,-19.07000,0,0.032000,0.014000,-0.014000,0,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.198,0.012,-0.011,0,13.7967000,0.0289000,-0.0289000
24,47 UMa c,Radial Velocity,2001,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,14.200,,,0,171.62100,20.97600,-23.20100,0,0.098000,0.047000,-0.096000,0,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.198,0.012,-0.011,0,13.7967000,0.0289000,-0.0289000
25,47 UMa d,Radial Velocity,2009,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,13.500,,,0,521.22000,92.17000,-152.55000,0,0.160000,0.090000,-0.160000,0,,,,,,,,,5872.00,92.94,-113.53,0,1.21,0.04,-0.06,0,1.06,0.13,-0.14,0,0.198,0.012,-0.011,0,13.7967000,0.0289000,-0.0289000
26,51 Eri b,Imaging,2015,11688.00000000,6209.25000000,-3287.25000000,0,13.200000,0.200000,-0.200000,0,13.400,,,0,635.66000,,,0,0.450000,0.100000,-0.150000,0,,,,,700,,,0,7295.00,120.09,-98.99,0,1.49,0.05,-0.06,0,1.75,0.05,-0.05,0,0.850,0.060,-0.060,0,29.7575000,0.1213000,-0.1203000
27,51 Peg b,Radial Velocity,1995,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,14.300,,,0,146.20180,19.06980,-3.17830,0,0.013000,0.012000,-0.012000,0,,,,,,,,,5758.00,101.62,-119.62,0,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0,0.136,0.007,-0.015,0,15.4614000,0.0297000,-0.0297000
28,55 Cnc b,Radial Velocity,1996,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,13.900,,,0,263.97850,1.04880,-1.04880,0,0.000000,0.010000,-0.010000,0,,,,,700,,,0,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.197,0.012,-0.010,0,12.5855000,0.0124000,-0.0123000
29,55 Cnc c,Radial Velocity,2004,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,8.510,,,0,54.47380,1.74800,-1.74800,0,0.030000,0.020000,-0.020000,0,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.197,0.012,-0.010,0,12.5855000,0.0124000,-0.0123000
30,55 Cnc d,Radial Velocity,2002,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,13.000,,,0,1232.49300,21.61200,-21.61200,0,0.130000,0.020000,-0.020000,0,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.197,0.012,-0.010,0,12.5855000,0.0124000,-0.0123000
31,55 Cnc e,Radial Velocity,2004,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,7.99000,0.32000,-0.33000,0,0.050000,0.030000,-0.030000,0,2657.83,,,0,1958,15,-15,0,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.197,0.012,-0.010,0,12.5855000,0.0124000,-0.0123000
32,55 Cnc f,Radial Velocity,2007,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,7.590,,,0,44.81200,3.81400,-3.81400,0,0.080000,0.050000,-0.040000,0,,,,,,,,,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.197,0.012,-0.010,0,12.5855000,0.0124000,-0.0123000
33,6 Lyn b,Radial Velocity,2008,919.86000000,1.92000000,-3.71000000,0,2.028000,0.003000,-0.005000,0,13.400,,,0,597.83523,12.07748,-28.28673,0,0.042000,0.024000,-0.032000,0,,,,,,,,,4941.00,,,0,4.94,0.55,-0.50,0,1.32,0.20,-0.21,0,1.119,0.095,-0.098,0,54.6599000,0.2734000,-0.2734000
34,61 Vir b,Radial Velocity,2009,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,2.110,,,0,5.10000,0.50000,-0.50000,0,0.120000,0.110000,-0.110000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.095,0.003,-0.003,0,8.5033200,0.0173700,-0.0173000
35,61 Vir c,Radial Velocity,2009,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,4.460,,,0,18.20000,1.10000,-1.10000,0,0.140000,0.060000,-0.060000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.095,0.003,-0.003,0,8.5033200,0.0173700,-0.0173000
36,61 Vir d,Radial Velocity,2009,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,5.110,,,0,22.90000,2.60000,-2.60000,0,0.350000,0.090000,-0.090000,0,,,,,,,,,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.095,0.003,-0.003,0,8.5033200,0.0173700,-0.0173000
37,7 CMa b,Radial Velocity,2011,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,13.400,,,0,587.98550,19.06980,-19.06980,0,0.060000,0.030000,-0.030000,0,,,,,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,1.063,0.012,-0.008,0,19.8101000,0.1648000,-0.1648000
38,7 CMa c,Radial Velocity,2019,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,13.900,,,0,276.51210,19.06980,-19.06980,0,0.080000,0.050000,-0.040000,0,,,,,,,,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,1.063,0.012,-0.008,0,19.8101000,0.1648000,-0.1648000
39,70 Vir b,Radial Velocity,1996,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,12.600,,,0,2380.45000,193.87000,-193.87000,0,0.398800,0.001900,-0.001900,0,,,,,,,,,5495.00,,,0,1.89,,,0,1.09,,,0,0.451,0.009,-0.010,0,17.9011000,0.0560000,-0.0557000
40,75 Cet b,Radial Velocity,2012,696.62000000,1.33000000,-1.69000000,0,1.912000,0.002000,-0.003000,0,13.300,,,0,787.89662,23.51930,-28.60456,0,0.093000,0.026000,-0.042000,0,,,,,,,,,4809.00,,,0,10.38,0.15,-0.26,0,1.92,0.07,-0.08,0,1.714,0.012,-0.021,0,82.9613000,0.7236500,-0.7236500
41,75 Cet c,Radial Velocity,2023,2051.62000000,45.98000000,-40.47000000,0,3.929000,0.058000,-0.052000,0,13.900,,,0,289.85951,27.96890,-45.44946,0,0.023000,0.191000,-0.003000,0,,,,,,,,,4809.00,,,0,10.38,0.15,-0.26,0,1.92,0.07,-0.08,0,1.714,0.012,-0.021,0,82.9613000,0.7236500,-0.7236500
42,8 UMi b,Radial Velocity,2015,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,13.600,,,0,416.35730,50.85280,-50.85280,0,0.060000,0.090000,-0.090000,0,,,,,,,,,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,1.725,0.003,-0.003,0,162.5520000,0.6510000,-0.6460000
43,81 Cet b,Radial Velocity,2008,1005.57000000,1.84000000,-1.94000000,0,2.104000,0.003000,-0.003000,0,13.100,,,0,1051.05854,24.79062,-21.29450,0,0.037000,0.015000,-0.025000,0,,,,,,,,,4734.00,,,0,11.21,0.81,-0.35,0,1.23,0.30,-0.25,0,1.760,0.059,-0.041,0,101.2600000,1.2220000,-1.2220000
44,91 Aqr b,Radial Velocity,2013,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,13.100,,,0,1017.00000,,,0,0.027000,0.026000,-0.026000,0,,,,,,,,,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,1.692,0.006,-0.006,0,44.0304000,0.5132500,-0.5132500
45,AB Aur b,Imaging,2022,,,,,93.900000,49.300000,-49.300000,0,12.500,,,0,2860.45566,,,0,0.400000,0.200000,-0.210000,0,,,,,,,,,9770.00,100.00,-100.00,0,2.96,0.10,-0.07,0,2.40,0.20,-0.20,0,1.771,0.035,-0.038,0,162.1270000,1.5260000,-1.4980000
46,AB Pic b,Imaging,2005,,,,,260.000000,,,0,12.300,,,0,4290.50000,158.90000,-158.90000,0,,,,,,,,,,,,,5285.00,10.00,-9.00,0,1.00,0.03,-0.02,0,0.90,0.10,-0.10,0,-0.226,0.001,-0.001,0,50.0475000,0.0735000,-0.0733000
47,AF Lep b,Imaging,2023,8030.00000000,1800.00000000,-1800.00000000,0,8.400000,1.100000,-1.300000,0,13.100,,,0,1017.05090,222.47988,-190.69704,0,0.240000,0.270000,-0.150000,0,,,,,1400,300,-300,0,6130.00,60.00,-60.00,0,1.25,0.06,-0.06,0,1.20,0.06,-0.06,0,0.290,0.011,-0.011,0,26.8564000,0.0189000,-0.0188000
48,AU Mic b,Transit,2020,8.46299910,,,0,0.064500,0.001300,-0.001300,0,4.070,0.170,-0.170,0,20.12000,1.57000,-1.72000,0,0.186000,0.036000,-0.035000,0,76.64,,,0,593,21,-21,0,3665.00,31.00,-31.00,0,0.82,0.02,-0.02,0,0.50,0.03,-0.03,0,-0.990,0.010,-0.010,0,9.7221000,0.0046250,-0.0046250
49,AU Mic c,Transit,2021,18.85899100,,,0,0.110100,0.002000,-0.002000,0,3.240,0.160,-0.160,0,9.60000,2.07000,-2.31000,0,0.041000,0.047000,-0.026000,0,,,,,454,16,-16,0,3665.00,31.00,-31.00,0,0.82,0.02,-0.02,0,0.50,0.03,-0.03,0,-0.990,0.010,-0.010,0,9.7221000,0.0046250,-0.0046250
50,BD+03 2562 b,Radial Velocity,2017,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,12.700,,,0,2034.11200,413.17900,-413.17900,0,0.200000,0.120000,-0.080000,0,,,,,,,,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,2.700,0.140,-0.140,0,1070.6300000,63.8750000,-63.8750000
51,BD+14 4559 b,Radial Velocity,2009,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,13.800,,,0,330.54320,149.38010,-149.38010,0,0.290000,0.030000,-0.030000,0,,,,,,,,,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,-0.320,,,0,49.3520000,0.0846000,-0.0844000
52,BD+15 2375 b,Radial Velocity,2016,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,13.800,,,0,337.21763,85.81410,-85.81410,0,0.001000,0.250000,-0.001000,0,,,,,,,,,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,1.570,0.100,-0.100,0,768.0450000,45.0380000,-45.0380000
53,BD+15 2940 b,Radial Velocity,2013,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,13.700,,,0,352.78000,,,0,0.260000,0.100000,-0.100000,0,,,,,,,,,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,2.010,0.750,-0.750,0,426.4200000,6.4400000,-6.4400000
54,BD+20 2457 b,Radial Velocity,2009,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,12.100,,,0,6807.63000,,,0,0.150000,0.030000,-0.030000,0,,,,,,,,,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,3.170,,,0,1539.7100000,189.9250000,-189.9250000
55,BD+20 2457 c,Radial Velocity,2009,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,12.400,,,0,3963.17000,,,0,0.180000,0.060000,-0.060000,0,,,,,,,,,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,3.170,,,0,1539.7100000,189.9250000,-189.9250000
56,BD+20 274 b,Radial Velocity,2012,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,13.000,,,0,1334.88600,,,0,0.210000,0.060000,-0.060000,0,,,,,,,,,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,1.960,0.180,-0.180,0,1322.5100000,80.5350000,-80.5350000
57,BD+20 594 b,Transit,2016,41.68550000,0.00300000,-0.00300000,0,0.241000,0.019000,-0.017000,0,2.578,0.112,-0.112,0,22.24810,9.53490,-9.53490,0,0.000000,,,0,,,,,546,19,-18,0,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.056,0.068,-0.064,0,179.4610000,1.2570000,-1.2400000
58,BD+45 564 b,Radial Velocity,2021,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,13.600,,,0,432.24663,38.13941,-38.13941,0,0.120000,0.060000,-0.060000,0,,,,,,,,,5004.00,50.00,-50.00,0,0.81,0.04,-0.04,0,0.81,0.07,-0.07,0,-0.399,0.008,-0.012,0,53.6220000,0.1919000,-0.1905000
59,BD+48 738 b,Radial Velocity,2011,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,13.900,,,0,289.22530,,,0,0.200000,0.100000,-0.100000,0,,,,,,,,,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,1.690,0.330,-0.330,0,871.4930000,43.8490000,-43.8490000
60,BD+48 740 b,Radial Velocity,2018,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,13.500,,,0,540.31100,222.48100,-222.48100,0,0.760000,0.050000,-0.090000,0,,,,,,,,,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,1.640,0.120,-0.120,0,666.5890000,21.5335000,-21.5335000
61,BD+49 828 b,Radial Velocity,2015,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,13.500,,,0,508.50000,127.10000,-63.60000,0,0.350000,0.240000,-0.100000,0,,,,,,,,,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,1.470,0.130,-0.130,0,442.0420000,7.6540000,-7.6540000
62,BD+55 362 b,Radial Velocity,2021,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,14.000,,,0,228.83645,25.42627,-25.42627,0,0.270000,0.060000,-0.060000,0,,,,,,,,,5012.00,78.00,-78.00,0,0.90,0.06,-0.04,0,0.91,0.10,-0.10,0,-0.313,0.014,-0.009,0,52.5697000,0.0974000,-0.0971000
63,BD+60 1417 b,Imaging,2021,,,,,1662.000000,,,0,14.684,0.673,-0.673,0,4767.42610,1589.14204,-1589.14204,0,,,,,,,,,1303,74,-74,0,4993.00,124.00,-124.00,0,0.80,0.05,-0.05,0,1.00,,,0,0.356,0.010,-0.010,0,44.9543000,0.0593000,-0.0592000
64,BD+63 1405 b,Radial Velocity,2021,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,12.400,,,0,3305.41543,413.17693,-349.61125,0,0.880000,0.020000,-0.020000,0,,,,,,,,,5000.00,53.00,-53.00,0,0.80,0.04,-0.06,0,0.82,0.08,-0.08,0,-0.413,0.010,-0.013,0,38.0473000,0.0329000,-0.0329000
65,BD-00 4475 b,Radial Velocity,2021,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,12.000,,,0,7961.60160,708.75735,-708.75735,0,0.390000,0.010000,-0.010000,0,,,,,,,,,5040.00,112.00,-112.00,0,0.84,0.04,-0.04,0,0.81,0.10,-0.10,0,-0.350,0.010,-0.011,0,42.6402000,0.1816000,-0.1801000
66,BD-06 1339 b,Radial Velocity,2013,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,2.850,,,0,8.50000,1.30000,-1.30000,0,0.000000,,,0,,,,,,,,,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,-1.022,0.043,-0.048,0,20.2695000,0.0220000,-0.0218000
67,BD-06 1339 c,Radial Velocity,2013,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,8.380,,,0,53.00000,8.00000,-8.00000,0,0.310000,0.110000,-0.110000,0,,,,,,,,,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,-1.022,0.043,-0.048,0,20.2695000,0.0220000,-0.0218000
68,BD-08 2823 b,Radial Velocity,2009,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,3.610,,,0,12.71320,3.17830,-3.17830,0,0.150000,0.150000,-0.150000,0,,,,,,,,,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,0.50,0.26,-0.26,0,-0.626,0.001,-0.001,0,41.3342000,0.0685000,-0.0682000
69,BD-08 2823 c,Radial Velocity,2009,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,12.500,,,0,104.00000,10.00000,-10.00000,0,0.190000,0.090000,-0.090000,0,,,,,,,,,4746.00,63.00,-63.00,0,0.72,0.02,-0.02,0,0.74,0.07,-0.07,0,-0.626,0.001,-0.001,0,41.3342000,0.0685000,-0.0682000
70,BD-10 3166 b,Radial Velocity,2000,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,14.100,,,0,187.51970,22.24810,-22.24810,0,0.020000,0.020000,-0.020000,0,,,,,,,,,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,-0.191,0.002,-0.003,0,84.4069000,0.3537000,-0.3508000
71,BD-11 4672 b,Radial Velocity,2014,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,14.100,,,0,206.58950,15.89150,-19.06980,0,0.050000,0.050000,-0.030000,0,,,,,,,,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.804,0.050,-0.050,0,27.1665000,0.0346000,-0.0346000
72,BD-11 4672 c,Radial Velocity,2020,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,4.040,,,0,15.37000,2.97000,-2.81000,0,0.400000,0.130000,-0.150000,0,,,,,,,,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.804,0.050,-0.050,0,27.1665000,0.0346000,-0.0346000
73,BD-13 2130 b,Radial Velocity,2007,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,12.500,,,0,3108.37740,1449.30480,-1449.30480,0,0.210000,0.070000,-0.070000,0,,,,,,,,,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,2.043,0.027,-0.028,0,925.2140000,41.2110000,-41.2110000
